order_id,store_name,created_At,packaged_time,total
QC_IN_402-6640930-9430739,TBC8,2026-05-21T08:28:10.000Z,1779332400905,5
QC_IN_404-2582387-0506711,TBC8,2026-05-21T08:22:26.000Z,1779331997617,2
QC_IN_408-5512684-9148324,TBC8,2026-05-21T08:13:10.000Z,1779331706616,9
QC_IN_404-2503228-6857965,TBC8,2026-05-21T08:22:48.000Z,1779332208208,8
QC_IN_404-7735549-0390707,TBC8,2026-05-21T08:22:04.000Z,1779331983515,4
QC_IN_408-3215194-7061115,TBC8,2026-05-21T08:16:19.000Z,1779331758795,15
QC_IN_405-5437880-1435501,TBC8,2026-05-21T08:11:55.000Z,1779331409916,7
QC_IN_404-0845308-1050740,TBC8,2026-05-21T08:23:32.000Z,1779332072714,6
QC_IN_403-2068956-9761124,TBC8,2026-05-21T08:15:02.000Z,1779331687884,11
QC_IN_408-9952833-5348334,TBC8,2026-05-21T08:18:26.000Z,1779331755726,1
QC_IN_402-7286416-1234759,TBC8,2026-05-21T08:19:34.000Z,1779331811723,1
